Row#,specobjid,ra,dec,class,subclass,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6731_flux,oi_6300_flux
1,299489676975171584,146.71421,-1.0413043,GALAXY,,462.1176,98.78678,72.29009,205.9046,103.0551,16.14372
2,299489677444933632,146.71421,-1.0413043,GALAXY,STARFORMING,472.5904,119.4956,68.39606,224.1136,84.18053,18.59493
3,299489951853078528,146.91945,-0.99049175,GALAXY,,15.46943,8.996722,0.2009271,23.56914,6.665386,-0.8511449
4,299489952322840576,146.74413,-0.65219064,GALAXY,,3.417222,6.602319,5.172892,-2.430531,-0.4965546,3.155121
5,299490226730985472,146.90229,-0.98491332,QSO,BROADLINE,0,96.32452,88.41073,0,0,0
6,299490227200747520,146.90229,-0.98491332,QSO,BROADLINE,0,81.77763,95.65276,0,0,0
7,299490501608892416,146.85983,-0.80890165,GALAXY,,18.46744,6.541351,19.52857,11.6389,6.273335,1.590457
8,299490502078654464,146.62857,-0.76513683,GALAXY,STARFORMING,99.40005,25.64047,21.44437,51.59155,21.65778,8.490424
9,299490776486799360,146.76339,-0.81043316,GALAXY,,0,-11.28703,-1.384024,0,0,4.626935
10,299491051364706304,146.9639,-0.54500256,GALAXY,STARBURST,181.5262,47.3665,11.85567,54.13749,19.16762,4.319232
11,299491051834468352,146.63167,-0.98827781,GALAXY,STARFORMING,127.3058,38.33226,35.46671,25.78963,25.72297,6.269853
12,299491326712375296,146.91945,-0.99049175,GALAXY,,13.32324,7.017897,8.564038,13.52668,4.062315,4.218018
13,299491601120520192,146.60721,-1.240753,GALAXY,,13.80578,-1.125585,7.689462,13.12912,5.171501,0.2285186
14,299491876468189184,146.76339,-0.81043316,GALAXY,,0,6.937439,-2.642639,0,0,2.700758
15,299492150876334080,146.72794,-0.55687994,GALAXY,,40.48693,18.89721,5.567666,4.083941,-0.5160196,5.148977
16,299492151346096128,146.62282,-0.95138526,GALAXY,,0.3358569,-1.489969,-6.192745,0.1957341,0,-7.593986
17,299492425754241024,146.74413,-0.65219064,GALAXY,,-0.04876947,7.467945,1.13536,6.588124,1.725383,-0.7366995
18,299492426224003072,146.9341,-0.67040397,GALAXY,,23.06012,2.113889,2.671434,-0.28885,-0.2993763,-2.812743
19,299492700632147968,146.59272,-0.76025604,GALAXY,STARFORMING,211.5018,53.18228,15.59901,76.35482,28.47964,7.211103
20,299492701101910016,146.9639,-0.54500256,GALAXY,STARFORMING,195.5197,42.86956,16.26119,61.2213,24.30562,2.18458
21,299492975510054912,146.9341,-0.67040397,GALAXY,,45.1559,4.322529,-3.757236,-21.01479,-0.5527202,2.215544
22,299492975979816960,146.9635,-0.75935173,GALAXY,,21.55664,3.303172,17.7017,15.84072,7.073156,3.169814
23,299493250857723904,146.94999,-0.59220225,GALAXY,STARFORMING,229.1325,60.80691,29.73346,73.87218,33.85824,7.237874
24,299493525265868800,146.94999,-0.59220225,GALAXY,STARFORMING,233.1141,62.10917,35.72292,71.03431,32.56358,7.67483
25,299493800143775744,146.63167,-0.98827781,GALAXY,STARFORMING,116.8699,36.78978,32.56529,25.23568,23.1536,2.733802
26,299493800613537792,146.85983,-0.80890165,GALAXY,,11.44371,4.320487,11.25784,19.36126,6.200619,0.5923256
27,299494075021682688,146.62857,-0.76513683,GALAXY,STARFORMING,99.23278,26.19861,17.2893,49.0535,18.77828,5.045829
28,299494075491444736,146.59272,-0.76025604,GALAXY,STARFORMING,206.2126,46.94843,14.43169,74.37387,26.93752,4.169487
29,299494349899589632,146.62282,-0.95138526,GALAXY,,22.42987,-1.744769,2.745392,10.62609,0,-4.276431
30,299494350369351680,146.8577,-0.66285236,GALAXY,,29.84661,10.79047,0.2394872,10.09893,5.914584,3.174782
31,299494624777496576,146.8577,-0.66285236,GALAXY,,27.62048,5.740711,3.604091,13.0033,5.453747,26.78119
32,299494625247258624,146.72794,-0.55687994,GALAXY,,23.9577,19.10229,14.35587,11.94982,5.10035,-5.36303
33,299494899655403520,146.9635,-0.75935173,GALAXY,,22.05403,1.673159,19.35973,13.27273,5.186358,2.21756
34,299494900125165568,146.60721,-1.240753,GALAXY,,9.751845,5.708354,-10.06859,7.521489,3.144401,0.7105694
35,299495449880979456,147.18679,-0.49381256,GALAXY,,64.06422,11.11639,5.849055,45.10143,15.5901,-2.958396
36,299495724289124352,146.92403,-0.10514302,GALAXY,,12.02203,-9.345632,4.362346,5.446524,-8.197431,-0.7804948
37,299495724758886400,147.02336,-0.16009352,GALAXY,,37.98845,3.402148,4.281445,14.31235,0.8574655,1.640761
38,299495999167031296,147.02336,-0.16009352,GALAXY,,39.7061,9.77319,2.779737,25.55181,4.00624,1.55038
39,299495999636793344,146.9108,-0.074559356,GALAXY,,5.991078,-0.06764267,2.633277,2.369086,4.938416,-0.6477154
40,299496274044938240,146.9108,-0.074559356,GALAXY,,7.323459,8.018519,-0.8898049,-1.13874,2.261728,-7.087855
41,299496274514700288,146.95607,-0.34230044,GALAXY,STARFORMING,77.04804,22.93367,20.20715,58.8709,37.11067,12.49198
42,299496548922845184,146.95607,-0.34230044,GALAXY,STARFORMING,75.17068,26.23723,30.1875,66.0034,28.85622,23.24108
43,299496823800752128,146.9201,-0.30646208,GALAXY,,58.95773,8.351458,3.657607,30.143,10.20929,0.9449039
44,299496824270514176,147.17639,-0.35405684,GALAXY,STARFORMING,129.3038,47.89519,62.74385,12.78085,15.88207,1.014319
45,299497099148421120,147.11461,-0.16521837,GALAXY,,2.320016,8.378902,6.687315,0.1032325,-2.809693,-1.224121
46,299497648434472960,147.17639,-0.35405684,GALAXY,STARFORMING,95.59243,32.96618,35.02144,7.722822,16.08574,-1.042168
47,299497648904235008,147.22569,-0.29262062,GALAXY,,39.90361,9.582579,5.163755,15.94356,1.372628,3.102972
48,299498473068193792,147.32951,0.028902695,GALAXY,STARFORMING,493.3123,108.99,56.12985,314.7067,66.01417,21.15904
49,299498473537955840,147.24805,-0.035723556,GALAXY,,17.71392,4.550806,12.78992,18.44492,1.65791,1.891501
50,299498748415862784,146.92403,-0.10514302,GALAXY,,0.4082224,0.8300557,0.2601554,-7.639753,2.673957,-1.186551
51,299499022824007680,147.24805,-0.035723556,GALAXY,,20.74654,7.652219,12.00154,21.75398,11.0464,0.7444848
52,299499023293769728,146.9201,-0.30646208,GALAXY,,43.18211,7.084506,17.37961,26.94582,3.97719,0.9807664
53,299499297701914624,147.18679,-0.49381256,GALAXY,,74.27435,11.47643,18.207,50.72959,14.66408,15.7829
54,299499298171676672,147.32951,0.028902695,GALAXY,STARFORMING,510.6647,91.71097,55.35548,367.8763,70.84364,19.59912
55,299499572579821568,147.11461,-0.16521837,GALAXY,,2.718623,-8.968667,4.82096,1.652053,-1.465315,-1.869725
56,299500122335635456,147.22569,-0.29262062,GALAXY,,56.47032,9.046414,4.13738,21.9452,-0.06901873,2.763441
57,299500122805397504,147.08969,-0.26650926,GALAXY,,2.517864,0.4512388,11.32706,4.725068,0,-14.32961
58,299500397213542400,147.08969,-0.26650926,GALAXY,,-9.884783,-1.636484,1.31351,-3.593698,0,-4.181838
59,299500397683304448,147.03779,-0.26659122,GALAXY,,39.64566,-3.411979,4.586644,11.51293,2.636751,1.794946
60,299500672561211392,146.57134,-0.95721148,GALAXY,STARFORMING,351.3045,66.98206,18.08399,147.909,36.9456,7.274137
61,299500947439118336,146.56561,-1.0847419,GALAXY,BROADLINE,169.8101,24.93788,135.8997,248.9264,76.62032,37.83519
62,299501221847263232,146.56561,-1.0847419,GALAXY,BROADLINE,163.2021,26.14359,139.3042,236.6659,75.19833,23.83848
63,299501496725170176,146.57273,-1.0608357,GALAXY,,129.6179,28.9184,5.018,49.30979,17.28537,7.488265
64,299501497194932224,146.30548,-1.1305512,GALAXY,STARBURST,332.5545,73.13292,26.21341,94.02802,30.872,25.81226
65,299501772072839168,146.36033,-0.81665691,GALAXY,BROADLINE,8.595517,3.605383,8.662686,20.38581,11.1401,0
66,299502046480984064,146.30548,-1.1305512,GALAXY,,0,78.67207,15.48308,0,28.67208,38.41764
67,299502321828653056,146.43281,-0.98737835,GALAXY,,0.9445828,0.1976037,0.2473692,3.657269,-0.1500267,3.388505
68,299502596236797952,146.43281,-0.98737835,GALAXY,,4.899622,-2.583116,2.332287,8.507306,0.426481,3.093928
69,299502871114704896,146.57134,-0.95721148,GALAXY,STARFORMING,340.6574,67.97112,17.11002,144.9492,41.32718,7.576077
70,299503146462373888,146.32349,-1.1808359,GALAXY,,3.55012,-12.80113,4.850393,2.048277,6.193921,-2.566819
71,299503421340280832,146.51283,-0.84576492,GALAXY,STARFORMING,1151.211,257.9409,95.84792,563.4586,153.6808,32.05777
72,299503696218187776,146.31179,-0.81320921,GALAXY,,23.43236,-0.8717942,10.39668,5.842209,0.7541701,-3.687043
73,299503970626332672,146.32349,-1.1808359,GALAXY,,4.029648,-1.67343,5.687741,6.239275,3.208817,3.310435
74,299504245504239616,146.51283,-0.84576492,GALAXY,STARFORMING,1138.16,249.5379,91.97394,551.7997,163.149,30.28721
75,299504245974001664,146.44831,-0.71339967,GALAXY,,919.3564,194.093,203.211,384.8589,110.5897,30.05624
76,299504520382146560,146.36033,-0.81665691,GALAXY,,24.62496,8.074019,11.80297,14.59007,3.178278,-0.6831657
77,299504520851908608,146.57273,-1.0608357,GALAXY,STARFORMING,144.6518,30.73027,10.5722,56.05157,17.30779,6.340064
78,299504795260053504,146.31179,-0.81320921,GALAXY,,38.74465,0.1465224,18.39636,7.40756,-4.500082,-5.188269
79,299505070137960448,146.27838,-0.6115498,GALAXY,,2.339535,3.160849,3.945239,-4.058709,0,-6.692987
80,299505619893774336,146.36894,-0.66824731,GALAXY,,219.2008,0.813673,1.616815,5.0817,-0.9105731,0.2186328
81,299505620363536384,146.27838,-0.6115498,GALAXY,,41.94312,-1.15893,6.490752,-2.807522,0,8.317464
82,299505894771681280,146.44831,-0.71339967,GALAXY,,863.9615,192.5399,131.3203,350.6291,105.1476,31.44542
83,299505895241443328,146.36894,-0.66824731,GALAXY,,120.7947,4.16174,4.344739,-3.70404,-0.4681146,1.948145
84,299506169649588224,146.90232,-0.31366176,GALAXY,,32.89163,4.489506,4.462333,6.373372,1.663264,3.387519
85,299506170119350272,146.85757,-0.21877608,GALAXY,,18.95057,6.672003,5.863985,20.55326,5.376702,4.793578
86,299506444527495168,146.86432,-0.46407191,GALAXY,STARFORMING,451.1271,104.8506,15.12925,151.6372,42.08566,6.879756
87,299506444997257216,146.90125,-0.4131573,GALAXY,STARFORMING,131.2589,34.24051,46.40644,64.89413,28.5483,13.7688
88,299506719405402112,146.78847,-0.31065752,GALAXY,STARFORMING,73.03383,13.08126,17.06064,14.28031,13.35892,4.534938
89,299506719875164160,146.84292,-0.39093546,GALAXY,,0,-0.4654566,1.54894,0,0,-1.742639
90,299506994283309056,146.77711,-0.24198689,GALAXY,STARFORMING,53.77407,18.30871,9.870777,21.44632,9.946355,2.774125
91,299507269630978048,146.86816,-0.48679252,GALAXY,,59.31511,10.3177,4.653191,26.77819,10.76329,5.708462
92,299507544508884992,146.86432,-0.46407191,GALAXY,STARFORMING,435.4091,104.5165,16.89602,149.0907,40.39654,9.482595
93,299507818917029888,146.89158,-0.51266153,GALAXY,,138.5247,15.70114,6.049059,70.23073,20.66487,9.520348
94,299507819386791936,146.78847,-0.31065752,GALAXY,STARFORMING,74.19983,17.67719,16.68376,15.1418,12.03165,4.508569
95,299508094264698880,146.82998,-0.25339345,QSO,,0,0,0,0,0,0
96,299508368672843776,146.90125,-0.4131573,GALAXY,,122.8311,24.016,48.77468,63.78519,24.40536,7.242424
97,299508369142605824,146.89158,-0.51266153,GALAXY,,143.6981,23.3244,8.024322,69.40302,19.00349,5.518132
98,299508643550750720,146.8833,-0.49469887,GALAXY,STARFORMING,399.2891,65.30417,33.38456,207.7139,35.96896,15.05324
99,299508644020512768,146.8833,-0.49469887,GALAXY,STARFORMING,417.9288,79.06378,33.67719,225.8526,40.35917,8.980413
100,299508918428657664,146.85757,-0.21877608,GALAXY,,9.245604,8.862799,12.02459,23.97422,10.18524,8.715468
101,299508918898419712,146.85967,-0.098938627,GALAXY,STARFORMING,234.3734,44.53191,49.30866,158.4377,31.62446,9.656131
102,299509193306564608,146.85676,-0.27404021,GALAXY,STARFORMING,146.6773,39.23985,98.37974,13.93983,18.56175,4.084654
103,299509193776326656,146.85676,-0.27404021,GALAXY,STARBURST,168.5709,53.58604,111.6831,16.38062,21.96995,9.332932
104,299509468184471552,146.81199,-0.19004646,GALAXY,,18.28922,6.958135,15.38571,12.32143,-0.8428779,2.493546
105,299509468654233600,146.76078,0.015978141,GALAXY,,123.2337,18.48777,11.95827,52.6061,12.79974,2.976959
106,299509743532140544,146.90232,-0.31366176,GALAXY,,23.80653,9.502232,6.839128,13.68547,0.4443957,6.622087
107,299510017940285440,146.75599,-0.16821182,GALAXY,,25.10957,6.294763,1.790918,9.4863,5.021335,1.060302
108,299510018410047488,146.77711,-0.24198689,GALAXY,,46.77467,16.48119,4.215663,20.88102,6.719137,1.534593
109,299510292818192384,146.89733,-0.18636779,GALAXY,,-21.77346,1.247039,-11.28755,-4.238069,0,8.970624
110,299510293287954432,146.89733,-0.18636779,GALAXY,,-8.100654,4.177458,3.217668,0.1291261,0,10.03801
111,299510567696099328,146.86816,-0.48679252,GALAXY,,54.35191,10.99446,6.638898,26.918,11.02527,8.45767
112,299510568165861376,146.80914,0.026384187,GALAXY,,43.25668,-5.193637,24.62955,51.41914,9.90361,9.209621
113,299510842574006272,146.85967,-0.098938627,GALAXY,STARFORMING,222.9027,40.39793,46.1045,158.7763,37.53897,10.33016
114,299510843043768320,146.75599,-0.16821182,GALAXY,,19.00019,1.819056,4.570097,7.437778,3.168026,-0.340668
115,299511117451913216,146.76078,0.015978141,GALAXY,,119.8734,23.18227,8.125397,56.98891,19.25231,7.74175
116,299511117921675264,146.81199,-0.19004646,GALAXY,BROADLINE,16.28403,7.331618,25.04931,15.0534,5.712928,5.201284
117,299511392329820160,146.80914,0.026384187,GALAXY,,30.39342,7.186827,15.25223,55.58768,12.14754,-0.2182119
118,299511667207727104,146.23485,-1.1527694,GALAXY,STARBURST,615.6885,115.5547,47.01003,186.2628,82.45193,19.10643
119,299511667677489152,146.11835,-0.8681462,GALAXY,STARFORMING,204.2957,39.90464,19.36009,107.4403,24.43758,6.817031
120,299511942085634048,146.07916,-1.1580268,GALAXY,,14.55975,11.39784,11.55203,4.750867,1.864959,2.465119
121,299512216963540992,146.23657,-1.1192325,GALAXY,,6.38084,3.670644,-27.78661,5.743469,0.5670101,-1.426607
122,299512217433303040,146.09369,-0.79308773,GALAXY,BROADLINE,38.61879,10.18753,18.81992,51.58831,16.00938,-0.4302937
123,299512492311209984,146.09344,-1.0081668,GALAXY,,5.723953,2.16508,2.348449,-2.915958,-2.010586,0.4048083
124,299512766719354880,146.24259,-0.76261796,GALAXY,STARBURST,477.0441,141.89,549.3646,41.62635,29.3121,6.559244
125,299512767189116928,146.23657,-1.1192325,GALAXY,,5.516133,1.499598,-17.91994,7.476836,1.762326,0.1320716
126,299513041597261824,146.19262,-0.68840099,GALAXY,STARFORMING,206.6012,62.29974,213.4362,11.94616,18.66521,0.9856411
127,299513042067023872,146.12796,-1.1897714,GALAXY,,38.37203,10.33879,4.37667,18.23345,5.925146,2.037837
128,299513316944930816,146.23485,-1.1527694,GALAXY,STARBURST,625.9243,117.5592,51.88348,187.5996,82.95983,22.94478
129,299513866230982656,146.00779,-0.64227163,GALAXY,STARBURST,21890.45,6294.01,34156.34,237.1074,411.4301,152.2562
130,299513866700744704,146.07916,-1.1580268,GALAXY,,-4.680647,3.453751,2.613924,2.233126,0.3519441,-1.799198
131,299514141108889600,146.09344,-1.0081668,GALAXY,,1.763926,1.566327,3.498422,-3.067842,-0.2117489,-0.8504748
132,299514141578651648,146.14358,-0.74164105,GALAXY,,14.54265,11.14434,3.601662,1.550976,1.842945,-3.402264
133,299514415986796544,146.01189,-0.97522919,GALAXY,,-0.4610517,-0.4613612,-3.41969,9.465975,0,6.350069E+08
134,299514416456558592,146.01189,-0.97522919,GALAXY,,2.030031,-0.05015182,5.45344,0.02470485,0,-0.000203279
135,299514690864703488,146.09369,-0.79308773,GALAXY,,31.83683,5.094203,16.00903,50.65115,5.736133,3.165775
136,299514966212372480,146.24259,-0.76261796,GALAXY,STARBURST,476.0201,146.4158,550.4642,46.50169,29.20604,8.604175
137,299515240620517376,146.11835,-0.8681462,GALAXY,STARFORMING,202.1996,42.259,19.06965,97.19388,26.91649,3.546632
138,299515241090279424,146.07944,-0.68096046,GALAXY,,21.79977,13.24257,6.990156,-4.704806,-0.8476925,-3.833093
139,299515515498424320,146.07944,-0.68096046,GALAXY,,25.29556,18.6378,3.20861,-3.313308,2.284581,4.857831
140,299515790846093312,146.26033,-0.94079185,GALAXY,,2.894058,3.759244,6.765201,6.387108,0,1.159002
141,299516065254238208,146.13557,-0.68219057,GALAXY,,2.476022,0.790327,1.957506,4.331727,0.5211388,3.88695
142,299516065724000256,146.13557,-0.68219057,GALAXY,,7.464187,-0.192115,3.927718,1.732114,1.26098,-0.2866808
143,299516340132145152,146.12796,-1.1897714,GALAXY,,30.29305,6.132284,10.0227,23.2929,6.537297,2.362352
144,299516615010052096,146.26033,-0.94079185,GALAXY,,3.456072,0.6409569,0,14.64462,0,2.593439
145,299516615479814144,146.19262,-0.68840099,GALAXY,STARBURST,198.1692,57.40349,155.7897,9.423077,16.39568,1.986938
146,299516889887959040,146.14358,-0.74164105,GALAXY,,4.069358,-4.063279,-1.310199,8.800806,0,3.399183
147,299516890357721088,146.00779,-0.64227163,GALAXY,STARBURST,18835.12,5755.302,31517.64,219.5181,386.6843,140.5447
148,299517164765865984,146.61904,-0.43432227,GALAXY,STARFORMING,303.7175,103.5782,142.6857,44.13879,53.93132,16.58593
149,299517439643772928,146.55842,-0.19674897,GALAXY,,0,0,0,0,0,0
150,299517440113534976,146.57562,-0.29127367,GALAXY,,43.40881,9.935477,2.022067,18.2686,2.980596,-1.328014
151,299517714521679872,146.74174,-0.52469154,GALAXY,AGN,167.0265,40.2838,56.39861,128.4151,27.11935,7.615059
152,299517714991441920,146.59449,-0.13317431,GALAXY,STARFORMING,76.40859,15.31487,12.30203,17.57924,15.08073,-0.9710417
153,299517989399586816,146.60365,-0.19149282,GALAXY,STARFORMING,297.5951,70.65676,14.36026,102.9631,27.29667,0
154,299517989869348864,146.74174,-0.52469154,GALAXY,STARFORMING,174.6208,39.86888,68.8668,129.9966,26.54523,5.741499
155,299518264277493760,146.7517,-0.40839151,GALAXY,STARBURST,1425.261,355.5628,242.7913,382.2177,202.5497,46.14722
156,299518264747255808,146.61904,-0.43432227,GALAXY,STARFORMING,288.7176,97.55373,135.8967,43.89219,51.44818,12.09055
157,299518539155400704,146.62966,-0.46568888,GALAXY,STARFORMING,139.3886,37.09747,37.07362,111.4033,49.19392,28.84406
158,299518539625162752,146.62966,-0.46568888,GALAXY,AGN,143.5105,28.48076,33.11293,116.9966,50.12525,16.28823
159,299518814033307648,146.49052,-0.36931044,GALAXY,STARFORMING,548.3916,109.2574,28.71963,248.9967,74.7152,21.16496
160,299518814503069696,146.49052,-0.36931044,GALAXY,STARFORMING,555.7532,111.3009,34.62197,256.0729,75.75684,24.92998
161,299519088911214592,146.69355,-0.38654005,GALAXY,,0,2.413458,6.510519,0,0,-3.534569
162,299519089380976640,146.7517,-0.40839151,GALAXY,STARBURST,1311.788,333.1961,210.5195,359.1024,182.8083,33.85272
163,299519363789121536,146.73712,-0.2521827,GALAXY,,23.17679,16.90869,15.80945,16.37264,11.09204,7.917487
164,299519364258883584,146.69572,-0.28693372,GALAXY,,19.48706,15.43558,-2.168008,2.632212,-1.314964,1.647066
165,299519638667028480,146.57562,-0.29127367,GALAXY,,44.97949,11.66746,-0.7633727,16.40369,6.069345,2.272864
166,299519639136790528,146.64357,-0.33134525,GALAXY,,8.598437,-1.380311,11.43473,15.62831,21.62294,6.511316
167,299519913544935424,146.63489,-0.19229113,GALAXY,,10.06933,-3.504199,5.846657,-1.800759,0.1126543,2.820328
168,299519914014697472,146.60365,-0.19149282,GALAXY,STARFORMING,290.141,65.58004,11.1799,96.71239,23.3943,2.340104
169,299520188422842368,146.72901,0.026971893,GALAXY,,3.221192,11.88226,1.089211,11.20291,-2.891845,-3.149796
170,299520188892604416,146.63068,0.070984066,GALAXY,,33.48396,4.401685,21.31228,32.3471,16.09972,7.725523
171,299520463300749312,146.64357,-0.33134525,GALAXY,,10.63439,-7.361247,7.347585,18.85762,8.224317,3.435697
172,299520463770511360,146.60806,0.047679187,GALAXY,STARFORMING,120.0885,32.91386,9.526958,46.92726,16.54677,6.191783
173,299520738178656256,146.66136,-0.1033698,GALAXY,,56.18715,11.63949,7.962362,21.67172,12.06474,0.9902231
174,299520738648418304,146.60631,-0.21322083,GALAXY,,140.5096,28.99303,2.684711,51.51323,14.73748,1.259334
175,299521013056563200,146.74794,-0.2682818,GALAXY,,16.77969,4.810369,-3.501162,15.26845,4.919837,0.8365944
176,299521013526325248,146.72901,0.026971893,GALAXY,,8.163027,11.53379,9.970415,9.067859,0.7451314,9.588708
177,299521287934470144,146.59449,-0.13317431,GALAXY,STARFORMING,80.99186,16.27893,12.36513,13.20481,13.38651,3.353331
178,299521288404232192,146.74794,-0.2682818,GALAXY,,9.297299,3.870022,0.8977656,8.942874,6.14647,1.132913
179,299521562812377088,146.69572,-0.28693372,GALAXY,,4.415884,-2.119733,-1.947745,2.027515,0.6329363,2.751631
180,299521563282139136,146.63489,-0.19229113,GALAXY,,5.741846,10.37798,10.32188,5.747033,3.700824,-4.378474
181,299521837690284032,146.63068,0.070984066,GALAXY,,31.6723,3.193587,24.75924,40.90407,13.88495,8.918427
182,299522112568190976,146.60631,-0.21322083,GALAXY,STARFORMING,156.4765,29.25476,7.245886,62.99851,16.31223,7.538908
183,299522113037953024,146.73712,-0.2521827,GALAXY,,24.08124,2.381827,8.979112,15.1077,11.01786,0.5612315
184,299522387446097920,146.60806,0.047679187,GALAXY,STARFORMING,118.3676,31.45549,9.910617,46.51873,17.7835,-0.12763
185,299522387915859968,146.66136,-0.1033698,GALAXY,STARFORMING,59.3772,16.61306,8.777528,27.51143,10.44801,4.779781
186,299522662324004864,145.81811,-0.87895114,GALAXY,,0.5311559,10.57539,-0.3219736,-1.269156,-0.7737186,-6.470431
187,299522662793766912,145.96877,-1.0577835,GALAXY,,-11.42498,2.739269,2.860669,-3.543557,-7.183194,-0.1079919
188,299522937201911808,145.89059,-1.0976161,GALAXY,STARFORMING,350.9239,86.22083,32.61568,131.9281,50.54429,13.59022
189,299522937671673856,145.84664,-1.1867962,GALAXY,,13.74571,-0.01454255,1.848145,11.99384,-0.1851837,3.882725
190,299523212079818752,145.89838,-0.72280608,QSO,BROADLINE,530.467,143.5322,80.45991,269.9272,-4.605776,7.636422
191,299523212549580800,145.80475,-1.184054,GALAXY,,2.699708,-1.152876,8.956631,2.175153,-5.798331,-0.04398582
192,299523486957725696,145.92005,-0.78353938,QSO,BROADLINE,0,91.44196,9.237719,0,0,0
193,299523762305394688,145.89838,-0.72280608,QSO,BROADLINE,446.9937,140.1149,55.74691,311.2272,-2.349611,5.073767
194,299524036713539584,145.96877,-1.0577835,GALAXY,,6.528729,3.480652,1.9405,-0.6220379,3.326148,-1.225173
195,299524037183301632,145.92005,-0.78353938,QSO,BROADLINE,0,96.53799,21.04533,0,0,0
196,299524311591446528,145.84664,-1.1867962,GALAXY,,15.32397,1.599346,4.811323,8.985084,-0.8421917,1.294677
197,299524586469353472,145.85318,-0.99705018,GALAXY,,4.781024,2.117079,-1.104953,13.71372,0.8769737,-1.200029
198,299524586939115520,145.89059,-1.0976161,GALAXY,STARFORMING,350.3976,83.53896,37.32424,129.4616,50.20187,13.74299
199,299524861347260416,145.80475,-1.184054,GALAXY,,1.64446,3.22688,7.658076,-2.247034,-3.862797,0.07502294
200,299524861817022464,145.81811,-0.87895114,GALAXY,,5.432809,4.143331,0.486909,3.431805,-0.9002462,-3.661893
201,299525136225167360,145.86802,-0.84982368,GALAXY,,0,0,0,0,0,0
202,299525411572836352,145.93788,-0.73396501,GALAXY,STARFORMING,94.78371,18.60152,7.136548,40.6786,7.147713,2.517794
203,299525685980981248,145.93788,-0.73396501,GALAXY,,78.15081,19.85093,6.197324,33.32927,7.603252,6.296629
204,299525686450743296,145.89232,-1.0226363,GALAXY,,33.51051,11.4553,24.88437,59.58081,10.03069,9.212816
205,299525960858888192,145.93986,-0.79011435,QSO,BROADLINE,199.8341,71.78468,39.40728,58.20893,-429.4558,5.258014
206,299525961328650240,145.93986,-0.79011435,QSO,BROADLINE,180.9298,69.83765,38.42857,99.74887,202.5814,-5.528101
207,299526235736795136,145.80638,-0.54706451,GALAXY,,0.7272224,-0.8638988,1.611544,-1.169202,0,-4.53697
208,299526236206557184,145.91067,-0.66994126,GALAXY,,4.398412,-0.402307,5.181923,-3.376042,3709.152,10.18241
209,299526510614702080,145.82165,-0.84656746,GALAXY,,39.17488,9.225026,0.2681731,17.71835,3.432972,1.629318
210,299526511084464128,145.85318,-0.99705018,GALAXY,,6.958476,2.684766,2.290993,3.015994,-0.1313323,0.7646196
211,299526785492609024,145.87447,-0.60874859,GALAXY,,99.4229,27.62638,4.341238,28.47178,7.888245,1.635329
212,299526785962371072,145.80638,-0.54706451,GALAXY,,7.151867,0.9452259,-0.9082511,1.60966,0,0.4128339
213,299527060370515968,145.89232,-1.0226363,GALAXY,,44.52198,11.26501,25.15825,53.53598,12.28635,12.25876
214,299527060840278016,145.82165,-0.84656746,GALAXY,,38.33061,10.2273,4.385449,17.84882,7.153873,1.124147
215,299527335248422912,145.91067,-0.66994126,GALAXY,,14.04761,1.348737,4.381287,-14.5144,-12863.36,9.84198
216,299527335718184960,145.87447,-0.60874859,GALAXY,STARFORMING,97.32662,21.08322,10.24901,34.42918,8.237232,4.324984
217,299527610596091904,145.98911,-0.61503643,GALAXY,,-1788.552,1.046561,-0.1557105,3.016749,-0.5759925,-3.844911
218,299527885004236800,145.98911,-0.61503643,GALAXY,,0,-3.634877,2.406537,3.191346,-10.20137,7.344771
219,299528159882143744,146.29988,-0.12001413,GALAXY,AGN,299.8377,67.27792,589.1237,262.5556,56.99481,25.00357
220,299528160351905792,146.37378,-0.36838682,GALAXY,STARFORMING BROADLINE,737.1107,149.5079,95.27357,407.2752,167.3828,92.58793
221,299528434760050688,146.43376,-0.10567172,GALAXY,,22.85522,7.210494,8.700606,18.28606,5.388815,-0.0701828
222,299528435229812736,146.38135,-0.38646442,GALAXY,,97.16862,12.95431,8.99727,52.93204,20.51668,5.618179
223,299528710107719680,146.46892,-0.092843508,GALAXY,,21.69383,11.51797,11.0343,-3.275145,-5.216543,-3.108507
224,299528984515864576,146.32316,-0.029989881,GALAXY,STARBURST,2296.631,615.1938,2842.657,80.72092,110.47,30.35285
225,299528984985626624,146.35579,-0.14338836,GALAXY,,28.3912,11.0407,30.22203,17.81013,-1.157692,9.031471
226,299529259393771520,146.36979,0.082264176,GALAXY,,104.7169,27.17783,7.44875,41.91136,19.56316,4.419585
227,299529259863533568,146.47181,-0.32044988,GALAXY,,-8.156021,7.93893,-0.4153389,3.632282,14.37311,-1.890298
228,299529534741440512,146.35204,-0.33269118,GALAXY,STARFORMING,1334.967,266.446,86.13953,489.7381,146.9877,44.57067
229,299529809149585408,146.35204,-0.33269118,GALAXY,STARFORMING,1346.125,278.8475,84.05383,495.1776,155.2246,34.06608
230,299529809619347456,146.29988,-0.12001413,GALAXY,AGN,307.6506,58.5244,594.889,269.4241,67.1727,28.95586
231,299530084027492352,146.34706,0.075416437,GALAXY,,44.71756,6.364493,4.001622,17.0885,2.829921,3.728369
